edible,cap_shape,cap_surface,cap_color,has_bruises,smell,gill_size,gill_color,stalk_shape,ring_number,ring_type,spore_color,population,habitat
edible,convex,scaly,pink,yes,none,broad,white,enlarging,two,pendant,white,several,paths
poisonous,knobbed,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
edible,knobbed,smooth,gray,no,none,broad,gray,enlarging,two,pendant,white,numerous,grasses
edible,bell,smooth,gray,no,none,broad,pink,enlarging,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
edible,convex,smooth,brown,no,none,broad,orange,enlarging,one,pendant,buff,several,leaves
edible,bell,smooth,brown,no,none,broad,orange,enlarging,one,pendant,buff,several,leaves
edible,flat,smooth,brown,yes,none,broad,white,enlarging,two,pendant,white,solitary,paths
edible,knobbed,smooth,gray,no,none,broad,gray,enlarging,two,pendant,white,scattered,grasses
poisonous,flat,smooth,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
edible,bell,smooth,white,no,none,broad,white,enlarging,two,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,no,musty,broad,yellow,enlarging,none,none,white,clustered,woods
poisonous,knobbed,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
edible,knobbed,smooth,brown,no,none,broad,orange,enlarging,one,pendant,yellow,several,leaves
poisonous,knobbed,smooth,red,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
edible,bell,smooth,white,no,none,broad,white,enlarging,two,pendant,white,scattered,grasses
edible,convex,smooth,gray,no,none,broad,pink,enlarging,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
edible,bell,smooth,gray,no,none,broad,pink,enlarging,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
edible,bell,fibrous,white,no,none,broad,gray,enlarging,two,pendant,white,scattered,grasses
poisonous,conical,scaly,yellow,no,none,narrow,yellow,enlarging,one,evanescent,white,clustered,leaves
poisonous,convex,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,convex,smooth,gray,no,none,broad,gray,enlarging,two,pendant,white,scattered,grasses
edible,bell,smooth,brown,no,none,broad,brown,enlarging,one,pendant,yellow,several,leaves
poisonous,knobbed,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,none,broad,orange,enlarging,one,pendant,brown,clustered,leaves
poisonous,knobbed,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no,foul,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
edible,bell,smooth,gray,no,none,broad,pink,enlarging,two,pendant,white,scattered,grasses
edible,knobbed,smooth,brown,no,none,broad,brown,enlarging,one,pendant,brown,clustered,leaves
edible,bell,smooth,brown,no,none,broad,yellow,enlarging,one,pendant,brown,several,leaves
poisonous,convex,smooth,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,woods
edible,convex,smooth,gray,yes,none,broad,white,enlarging,two,pendant,white,several,paths
edible,convex,fibrous,gray,no,none,broad,white,enlarging,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,knobbed,fibrous,gray,no,none,broad,pink,enlarging,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
edible,flat,smooth,pink,yes,none,broad,white,enlarging,two,pendant,white,solitary,paths
poisonous,knobbed,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
edible,flat,smooth,brown,no,none,broad,yellow,enlarging,one,pendant,buff,clustered,leaves
poisonous,knobbed,scaly,red,no,foul,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,convex,smooth,brown,no,none,broad,brown,enlarging,one,pendant,orange,clustered,leaves
poisonous,flat,smooth,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
edible,knobbed,smooth,gray,no,none,broad,pink,enlarging,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,flat,smooth,brown,no,none,broad,brown,enlarging,one,pendant,orange,several,leaves
poisonous,knobbed,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,convex,fibrous,gray,no,none,broad,pink,enlarging,two,pendant,white,scattered,grasses
edible,knobbed,smooth,brown,no,none,broad,brown,enlarging,one,pendant,orange,several,leaves
poisonous,flat,smooth,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
edible,flat,scaly,brown,yes,none,broad,white,enlarging,two,pendant,white,solitary,paths
edible,convex,fibrous,gray,no,none,broad,gray,enlarging,two,pendant,white,numerous,grasses
edible,knobbed,smooth,white,no,none,broad,white,enlarging,two,pendant,white,numerous,grasses
edible,bell,smooth,brown,no,none,broad,brown,enlarging,one,pendant,buff,clustered,leaves
poisonous,knobbed,scaly,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,knobbed,scaly,brown,no,none,broad,white,enlarging,two,pendant,white,solitary,paths
edible,convex,fibrous,gray,no,none,broad,pink,enlarging,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,foul,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,flat,smooth,brown,no,none,broad,yellow,enlarging,one,pendant,buff,several,leaves
poisonous,flat,scaly,red,no,foul,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,none,broad,brown,enlarging,one,pendant,yellow,clustered,leaves
edible,convex,fibrous,gray,no,none,broad,gray,enlarging,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
edible,convex,smooth,gray,no,none,broad,white,enlarging,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,none,broad,orange,enlarging,one,pendant,orange,clustered,leaves
edible,bell,smooth,gray,no,none,broad,gray,enlarging,two,pendant,white,scattered,grasses
poisonous,convex,scaly,red,no,musty,broad,white,enlarging,none,none,white,clustered,woods
poisonous,knobbed,smooth,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,foul,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
edible,bell,fibrous,gray,no,none,broad,white,enlarging,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,no,musty,broad,yellow,enlarging,none,none,white,clustered,woods
edible,flat,smooth,brown,yes,none,broad,white,enlarging,two,pendant,white,several,paths
poisonous,knobbed,smooth,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,flat,scaly,yellow,no,none,narrow,yellow,enlarging,one,evanescent,white,clustered,leaves
poisonous,knobbed,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,musty,broad,yellow,enlarging,none,none,white,clustered,woods
edible,convex,fibrous,gray,no,none,broad,pink,enlarging,two,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
edible,flat,smooth,brown,no,none,broad,brown,enlarging,one,pendant,yellow,clustered,leaves
poisonous,knobbed,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
edible,convex,smooth,white,no,none,broad,pink,enlarging,two,pendant,white,scattered,grasses
edible,convex,smooth,gray,no,none,broad,gray,enlarging,two,pendant,white,scattered,grasses
edible,convex,fibrous,white,no,none,broad,white,enlarging,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no,foul,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,foul,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
edible,flat,smooth,brown,no,none,broad,orange,enlarging,one,pendant,orange,clustered,leaves
poisonous,flat,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,convex,smooth,gray,no,none,broad,gray,enlarging,two,pendant,white,numerous,grasses
edible,convex,fibrous,white,no,none,broad,pink,enlarging,two,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
edible,convex,smooth,brown,no,none,broad,brown,enlarging,one,pendant,orange,clustered,leaves
poisonous,knobbed,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,none,broad,yellow,enlarging,one,pendant,buff,clustered,leaves
edible,flat,smooth,brown,no,none,broad,orange,enlarging,one,pendant,brown,clustered,leaves
edible,bell,smooth,white,no,none,broad,gray,enlarging,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,convex,smooth,brown,no,none,broad,brown,enlarging,one,pendant,brown,clustered,leaves
poisonous,knobbed,scaly,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
edible,bell,fibrous,gray,no,none,broad,gray,enlarging,two,pendant,white,scattered,grasses
edible,bell,smooth,gray,no,none,broad,pink,enlarging,two,pendant,white,numerous,grasses
poisonous,convex,smooth,brown,no,spicy,narrow,buff,tapering,one,evanescent,white,several,woods
edible,convex,smooth,brown,no,none,broad,brown,enlarging,one,pendant,buff,clustered,leaves
edible,convex,smooth,white,no,none,broad,pink,enlarging,two,pendant,white,numerous,grasses
edible,convex,smooth,brown,no,none,broad,white,enlarging,two,pendant,white,solitary,paths
edible,knobbed,smooth,gray,no,none,broad,gray,enlarging,two,pendant,white,scattered,grasses
edible,convex,smooth,white,no,none,broad,gray,enlarging,two,pendant,white,numerous,grasses
poisonous,flat,scaly,cinnamon,no,musty,broad,yellow,enlarging,none,none,white,clustered,woods
edible,convex,smooth,brown,no,none,broad,yellow,enlarging,one,pendant,yellow,clustered,leaves
poisonous,knobbed,smooth,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,convex,smooth,white,no,none,broad,pink,enlarging,two,pendant,white,numerous,grasses
edible,knobbed,fibrous,white,no,none,broad,gray,enlarging,two,pendant,white,scattered,grasses
edible,bell,fibrous,gray,no,none,broad,pink,enlarging,two,pendant,white,scattered,grasses
edible,knobbed,smooth,brown,no,none,broad,brown,enlarging,one,pendant,buff,several,leaves
poisonous,knobbed,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,spicy,narrow,buff,tapering,one,evanescent,white,several,leaves
edible,knobbed,smooth,brown,no,none,broad,yellow,enlarging,one,pendant,brown,several,leaves
edible,flat,smooth,pink,yes,none,broad,white,enlarging,two,pendant,white,several,paths
poisonous,knobbed,scaly,brown,no,foul,narrow,buff,tapering,one,evanescent,white,several,paths
edible,bell,smooth,white,no,none,broad,gray,enlarging,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,no,fishy,narrow,buff,tapering,one,evanescent,white,several,paths
